πυρφόρος,corrumpo,possideo
μάρτυς,testis,testa
μαντεύομαι,seruus2,salus
οἰκον,sacerdos
κολλυβιστής,eicio,mensa
ἐλμαδάμ,melchi,cosa
μαλακία,infirmitas,languor
ἔξυπνος,aestimo,custos
πεντακισχίλιοι,milium,quin
ιωνᾶ,generatio,ionas
ἀργυρόω,argentarius,quaestus
χρονόω,tempus,momentum
ἀπείραστος,intemptator,tento
εὐτραπελία,pertineo,stultiloquium
καταμανθάνω,sollicitus,laboro
ἀνόητος,stultus,insipiens
σκιάς,umbro,infirmus
ἀναιδίαν,tamen,surgo
ἀπόκριμα,fido,mors
ἀποτομία,permaneo,quidem
δέω1,protinus,ciuis
ζαχαρίας,zaccharias,zacchariae
διήγησις,conor,conpletae
πότος,idolum,uoluntas
συμπίπτω,sinis,continuus
ἀναζωπυρέω,admoneo,gratia
βραβεῖον,brauium,supernus
συνεπιτίθημι,adiicio,ito
δίς,bis,iterum
ἔβερ,phalec,eber
ἀποχέω,cur,honoro
ἐνοχλέω,amaritudo,sursum
ἀθετέω,sperno,irritus
βήρυλλος,undecimus,octauus
αἰσχρολογία,malitia,depono
διαίρεσις,diuisio,idem
ῥαβδοῦχος,lictor,magistratus
ἐκκαίω,relinquo,inuicem
λῆρος,deliramentum,uiso
γαλήνη,factum,tranquillitas
σύνεσις,intellego,prudentia
μηδίς,clerus,dominor
τηρέω,seruo,custodio
χαλκόω,argentum,purpura
κέδρος,egredior,trans
πολυτελής,modestus,quietum
ἀποτίθημι,depono,malitia
λόγιος,potens,alexandrinus
ὀνομάζω,nomino,nome
κομίζω,reporto,fides
μαραίνω,diues,exorior
κορνήλιος,cornelius,nona
ἐπίσημος,insigno,saluto
ιόππῃ,ioppe,usque
ἄμεμπτος,sinis,querela
ἐπανέρχομαι,dedo,redeo
διατροφή,tego,alimentum
ἀδίκημα,iniquitas,peruenio
ἐρεθίζω,prouoco,animus
ὡσπερεί,abortiuus,uiso
στρουθίων,passer,timeo
στύλος,tardo,ueritas
γεωργός,agricola,uinea
ἀθέμιστος,idolum,accedo
προσάββατον,parasceue,iam
ὦσις,mundus2,diligo
κύμβαλον,caritas,lingua
ἀποδοκιμάζω,reprobo,aedifico
ὠρυόμενος,rugio,sobrius
οἶκος,intro2,ecclesia
περιοικέω,montana,timor
ἄγω,adduco,duco
ὑποβάλλω,summitto,blasphemia
μισέω,odi,odeum
ὀρύσσω,fodio,parabola
συνστρατιώτην,cooperator,commilito
ἐκαθερίσθη,lepra,mundo
φιλόλογος,saluto,filologum
παραβαίνω,trado,praeuaricator
εὐμετάδοτος,communico,tribuo
περίθεσις,indumentum,capillatura
κακός,malus2,malus
ἀνθρακιά,pruna,superpono
παιδαγωγός,pedagogo,gigno
μύρω,unguentum,mulier
κραυγάζω,clamo,pilatus
ὁλοτελής,sinis,pax
αὐθεντέω,dominor,silentium
ἐνίστημι,insto,mors
περιτομή,circumcisio,praeputium
ἀρτύω,sal,condio
ὀλοθρεύω,primitiuus,tango
τολμητός,blasphemo,caro2
θεώρησις,mors,aeternus
τρέφω,pasco,ubius
βεβηλόω,deuito,profanus
λοίδορος,maledicus,ebriosus
ὑπωπιάζω,castigo,redigo
προδότης,proditor,tumidus
κατακαυχάομαι,glorior,aduersus
ἀπροσωπολήμπτως,acceptio,inuocatus
ἀποσυνάγωγος,synagoga,confiteor
φωτίζω,inlumino,illumino
ἄθεος,sinis,conuersatio
σκορπίος,scorpio,potestas
ἀχαϊκός,stephane,achaicus
ἀσύνκριτον,asyncritum,hermes
ποταπή,tango,pharisaeus
περικε,galea,sobrius
ἀπαρχή,primitiae,delibatio
σῖτος,triticum,congrego
εὐπορέω,prout,ministerium
βαθύνω,aedifico,possum
ἐπιθυμέω,concupisco,desidero
άὐτοῦ,facies,nome
συνομιλέω,conuenio,intro2
ἑρμηνία,prophetatio,interpretatio
ναύκληρος,nauclerio,gubernator
εὐφρόσυνος,iucunditas,uix
ζακχαῖος,zaccheus,reddo
οῦν,ita,at
ἐπιποθέω,desidero,concupisco
πρόσοχθίζω,infensus,quadraginta
ἐφάλλομαι,dominor,uulnero
ἐλκύσῃ,nemo,nouus
μακροθυμέω,patior,patientia
ὁμολογέω,confiteor,carnis
ἄκαιρος,insto,oportune
διαυγάζω,benus,inlucesco
ἑώρακαν,taceo,nemo
μισθός,merces,merx
συνοικοδομέω,coaedifico,habitaculum
ιώάνης,resurgo,propterea
ἔκστασις,stupor,exsurio
κεφαλή,caput,mulier
τρίμηνος,parens2,fidus
καθηγητής,magister
ἔραστος,erastus,remaneo
γυναικόω,mulier,muliero
σκότιος,tenebrae,lux
ωφρονίζωσι,adulescentula,prudentia
βιθυνίη,bithynius,mysius
τύριος,at,pax
ἐπαινέω,laudo,laudatus
ταχινός,uelox,significo
ταλαιπωρία,contritio,infelicito
ἐπιούσιος,supersubstantialis,panis
βεβηλῶσαι,uiolaris,conor
οὐαί,uae,pharisaeus
σωρεύω,captiua,exsurio
ἀρείων,apprehendo,doctrina
μεγαλύνω,magnifico,spes
καλύπτω,operio,peccatum
μεστός,plenum,plenus
ἑβδομηκοντάκις,septuagies,septies
περισσεία,abundantia,saluo
αὐτα,semino,comederunt
νότος,haustrum,aquilo
ἀμετάθετος,iusiurandum,confugio
πῶλος,pullum,soluo
θῴρακας,caput,ito
ἀπρόσιτος,immortalitas,nullus
διχάω,nurum,socrus
ἐπιέννυμι,cado,alius
ἀπόκειμαι,repono,mina
συνζήσομεν,conuiuo,commorior
καθαρίζω,mundo,leprosus
ξύλινος,argenteus,aurea
προσωπολημψία,acceptio,persona
ψεῦδος,mendacium,ueritas
μέλι,mel,camelus
δακρύω,lacrima,lacrimo
κυριεύω,dominor,tempus
ἐπιτίθημι,inpono,manus
δοκιμασία,probo,tento
βουλή,consilium,ita
ἔχης,uita,fides
δέρος,redigo,seruitus
ἐπίγειος,terrenus,caelestis
ἄκρος,superus,eligo
διηγέομαι,narro,enarro
ἑορτάζω,ita,epulor
νήφω,sobrius,uigilo
πλοός,ieiunium,consolor
ὄμβρος,occido2,statim
γνώμη,consilium,bestia
κοινωνός,socius,gloria
ἐξουσιάζω,potestas,liceo
σορός,tango,accedo
εἰδωλολάτρης,idolum,seruio
ἀμφιάζω,fides,sic
διαλείπω,osculum,osculor
συμπόσιος,contubernium,accumbo
κατασκάπτω,altaria,suffodio
ἐκχωρέω,mons,fugio
ἐγκατοικέω,iniquus,iustus
τρυγόω,unaquaeque,spina
ψευδομάρτυρα,fallo,accedo
ἐλαία,oliua,insero
κριτήριον,iudico,iudicium
ἀχρί,confirmo,praedico
τάλαντον,talentum,accedo
νηφάλιος,sobrius,pudicus
συγχέω,conuenio,clamo
φαντασία,festus,adduco
ναζωραῖος,nazarenus,iste
ἰταλικός,italicus,cohors
ἀπαράβατος,maneo,aeternus
μολύνω,infirmus,abeo
επειδή,auris,capharnaum
ἀποκαθίστημι,restituo,at
σύμφωνος,inuicem,iterum
νιπτήρ,deinde,coepi
της,festus,mater
ἀκρασία2,inuicem,iterum
μελ,ordino,melchisedech
στολάς,stola,lauo
πτύρομαι,nullus,causa
γόμορρα,similis,sodoma
τέρας,signum,prodigium
̔ραμά,ululo,consolor
παντοκράτωρ,procedo,omnipotens
πόρνος,idolum,fornicator
ἐκλείπω,deficio,uelum
ἀπαγορεύω,conscientia,ueritas
ἐξαίφνης,appropinquo,circumfulgeo
ῥίζα,radix,ramus
ὀνίνημι,uiscera,reficio
μαλακός,mollia,uestio
λίθος,lapido,lapis
γυμνάζω,exercito,maledictio
ἀναλημφθείς,quemadmodum,sic
ἔκδικος,uindex,circumuenio
ἐδαφίζω,prosterno,relinquo
γαλατία,galatia,ecclesia
τρόφιμος,trophimum,miletus
ἀνάπτω,ascendo,ignis
λίαν,ualidus,gaudeo
ὑποπόδιον,pes,scabillum
κείρω,tondeo,caput
φῆστος,festus,ibi
σαπρός,malus2,malus
κρίνω,iudico,iudicium
χαναάν,chanaan,sors
λιθοβολέω,lapido,occido
παραχρῆμα,confestim,continuus
ἐξαιρέω,oculus,scandalizo
σπεῖρα,cohors,semino
πιθός,persuasibilis,sapientia
κακοῦργος,latro2,crucifixerunt
στέμμα,apostolus,turbo
δύω,duo,uno
ἀσσος,asso,mytilene
ναζαρέθ,nazareth,benefacio
οἰκοδομή,aedificatio,templum
ἐκλύω,deficio,dimitto
ὀφθαλμοδουλίαις,carnalis,oboedio
τυφωνικός,euroaquilo,typhonicus
ἀσάφ,asum,roboam
θεραπεία,dispensator,prudens
ἀνάβλεψις,ananiam,inpono
ἀθανασία,immortalitas,induo
καισάρεια,caesarea,philippus
ἀποθέω,horreum,congrego
δαιμονιώδης,terrenus,diabolicus
χρεοφιλετῶν,debitor,ita
ἰσότης,aequalitas,praesto2
ὑπολείπω,relinquo,altaria
ψωμίον,buccella,porrigo
ἀφεδρών,secessus,uenter
ἀπελαύνω,minor,tribunal
θεοσέβεια,promitto,decet
ἐμβιβάζω,transpono,alexandrinus
ἐθίζω,lego2,templum
ἐκτενής,caritas,fraternitas
προσέχω,attendo,intendo
ἀποθνῄσκω,uiuo,peccatum
βδέλυγμα,abominatio,intellego
κυριότης,dominatio,blasphemo
δέρβη,lystra,euangelizo
κυριων,femur,dominor
κρίθινος,quin,panis
μεγαλόθυμος,magnifico,marius
γέμω,plenum,plenus
ιερεμίου,hieremias,propheta
στήκω,sto,ita
ὀκνηρός,piger,ferueo
ιάσων,iason,saluto
σουδάριον,sudarium,mina
τρύβλιον,intinguit,at
κατελθοντες,mos,possum
αναθεμα,anathema,nemo
βάϊον,obuius,benedictus
πολυλογία,ethnicus,multiloquium
θύρα,ostium,ianua
ἀναθάλλω,uehemens,gaudeo
ἔνδυμα,uestimentum,esco
ἐντυπόω,ministratio,glorior
λυτρωτός,iudico,princeps
ᾅδης,mors,inferni
νέος,iuuenis,horto
κλίνω,declino,inclino
κερέαν,facilis,lego2
κέρμα,eicio,subuerto
ἀνθίστημι,resisto,resto
δεσμεύω,uinculum,alligo
συντηρέω,conseruo,libet
ἀπορρίπτω,uolens,possum
ἐπιλείχω,saturo,caneo
ἐξαλείφω,deleo,contrarium
περσίς,saluto,tryfenam
μαγδαληνῇ,magdalenae,eicio
μωυσῆς,moses,lego2
σύντροφος,saulus,doctor
μομφή,subporto,inuicem
μαράν,maranatha,amo
παρεδρεύω,altaria,opero
μέμφομαι,queror,uitupero
μεγιστᾶνες,princeps,tribunus
φωστήρ,sinis,iaspis
λευκάς,uestimentum,ante
σιλωάμ,lauo,uado
τόπος,locus,loco
κουστωδία,abeo,custos
ναζαρά,nazareth,nepthalim
προσεάω,salmo,uix
ἐριθίαι,contentio,dissensio
ὀρφανός,orfanos,uenia
ἀντίος,malus2,reddo
εὐλογημένη,benedictus,benedico
σκάνδαλον,scandalum,uae
ιακώβου,iacobi,marius
ἐβραίων,hebraeus,hebraei
βαλάκ,teneo,illic2
ἀντίχριστος,antichristus,antichristi
ἀριθμός,numerus,milium
εωράκαμεν,allium,manon
ὑψωθήσῃ,exalto,capharnaum
οἴομαι,contentio,existimantes
σκοτόω,tenebrae,potestas
μήτρα,uolua,masculinus
νῦν,tempus,noe
παρα,oleo,iniquitas
ὑβριστής,detractor,inuentor
στόμαχος,stomachus,uinus
φιλιππήσιος,communico,principium
ἐφορέσαμεν,terrenus,caelestis
σαρδόνυξ,undecimus,octauus
στράτεύῃ,praecipio,praecedo
ἀφίδω,mox,spero
δεῖνα,oportet,at
ταυράω,taurus,sanguis
συναποστέλλω,circumuenio,idem
ὀψάριον,piscis,panis
γαββαθά,pilatus,adduco
ὄρθρος,diluculum,templum
φίλος,amicus,inimicus
παραφρονέω,sapio,labor2
λογία,collecta,galatia
ἀβειληνῆς,galilaea,pilatus
θειότης,diuinitas,intellego
σηρικός,argentum,purpura
πέριξ,curo,affero
ἐξανίστημι,moses,semen
ἀναβάλλω,lysias,differo
διακόσιοι,ducenti,denarius
λιθάζω,lapido,angustio
ξηραίνω,aruo,sol
ὀψωνέω,stipendium,milito
ἀπορρέω,consterno,duo
κυριος,confiteor,femur
ἐπιστηρίζω,confirmo,ecclesia
προσανατίθεμαι,continuus,adquiesco
μαθητής,discipulus,dico2
ναούμ,amos,matthathiae
ἐντρέπω,uereor,reuerendus
κρημνός,porcus,grex
κρείσσων,melioro,testamentum
ἐπεκτείνω,obliuiscor,retro
κύπριος,cyprii,hospitor
συναναβαίνω,ascenderant,galilaea
ἐπισπάω,praeputium,adduco
ἐπιτιμία,obiurgatio,eiusmodi
ἄγκιστρον,sumo,piscis
τρίβος,paro,desertum
ἀνάμνησις,commemoratio,ago
ἐβραϊστί,hebraica,locus
ὀρθοποδέω,ueritas,quomodo
παραχειμασία,consilium,statuo
ἀνά,singulus,medius
ἐπαισχύνομαι,erubesco,confundo
κρίσις,iudicium,iudico
ιεροσολυμειτῶν,quaero,interficio
λογισμός,redigo,inuicem
εὑρεθῆ,lapido,quasi
πέρθω,res,quare
θνητός,mortalis,immortalitas
περιλάμπω,circumfulgeo,claritas
πήρα,pera,sacculus
ὀδύνη,fidus,malus2
σής,semen,relinquo
βλέμμα,iniquus,iustus
ὑπερπλεονάζω,superabundo,dilectio
πρόδηλος,manifestus,aliter
δέχομαι,recipio,quicumque
παραθεωρέω,hebraei,ministerium
χούς,diues,paupero
ἀπόδημος,relinquo,uigilo
ιακωβος,duodecim,seruus2
ἤπιος,mansuetum,patior
εὐχή,uoueo,adleuo
ἰσσαχάρ,issachar,leui
ἑξήκοντα,sexa_ginta,fructus2
ἄρσην,masculus,relinquo
ἁπλόω,corpus,oculus
ὅρασις,uisio,sedeo
πρόκριμα,sinis,electa
ἑωρακεν,cognosco,quomodo
ἀνορθόω,erigo,manus
ἄμετρος,glorior,regula
ἀπιστία,incredulitas,fidus
μύρρα,pelagus,lycius
κάρφος,oculo,trabs
τιτίας,indo,iustus
ὑπεροχή,sublimitas,pietas
στράπτω,conuerto,conuerso
ἐλπίζω,spero,nam
ἐλεημοσύνη,elemosynam,templum
παραμυθία,prophetat,exhortatio
σφάζω,occido,agnus
καταργέω,euacuo,destruo
ὑγιαίνω,sanus,doctrina
φορεύς,sinis,ago
δηλόω,significo,declaro
εὐλογημένος,benedictus,nomen
χλευάζω,irrideo,resurrectio
ἐσώτερος,interior,stringo
ὄρνις,lapido,quemadmodum
πληγή,plaga3,mors
κείς,beniamin,cos
θρωπε,sector,pietas
ταπεινόφρων,amator,fraternitas
προγράφω,scribo,galatae
μαγίαις,magice,demento
̔ρούθ,booz,obed
μ́ου,cooperator,commilito
σπίλος,macula,luxurio
πληρόω,impleo,propheta
θερισμός,messis,operarius
γαλάτης,galatae,fascino
ἐμμαούς,stadium,duo
νουνεχής,interrogo,audeo
βολίζω,quindecim,patior
ἐκμάσσω,pedes,capillus
ἀληθινός,scribo,fidelis
ἄνοια,insipientia,inuicem
μορφόω,formo,filiolus
χρυσοδακτύλιος,habitus,sordido
βουλευτής,decurio,ioseph
ἀποκυλίνδω,reuoluo,lapido
ἄχρι,usque,donec
μολόχ,babylo,trans
ντες,propheta,lego2
θήκη,dedo,bibo
παραπίπτω,renouo,crucifigentes
εἰλικρινέω,sincero,offensum
ἱός,apostolus,cognomino
διενθυμέομαι,quaero,cogito
φανερόω,manifesto,appareo
πόα,uenia,uigilo
διαρπάζω,ingredior,nemo
τρυμαλιά,facilis,foramen
ἐκλεκτός,eligo,electus
παγίς,laqueus,incido2
ἴαμα,gratia,curatio
καταθεματίζω,detesto,continuus
οὐρά,cauda,similis
ἐθνικός,ethnicus,gens
πλήξ,plaga3,illa
ἄνωθεν,desursum,denuo
δικαιοκρισία,thesaurizo,iustus
σάρρᾳ,uenia,sarra
σχάω,tristitia,usque
ιούδα,iuda,iudas
τυπικός,correptio,deuenio
ἔνθεν,transeo,hinc
ποίας,furtum,prouincia
ὄμμα,oculus,tango
δειλός,secundus,mors
τοῦς,intellego,induro
ἀνεκτός,remitto,iudicium
σιδών,sido,tyrus
χαρράν,charram,postquam
κέλομαι,aspergo2,praeputium
ἐξάλειψις,oculus,lacrima
ἄνθρω,hereticum,deuito
μάχομαι,litigo,mansuetum
ιωσῆτος,marius,ioseph
βαρθολομαῖος,alpheus,iohannes
τεύχω,murus,duodecim
χρυσός,aurum,argentum
καθίημι,summitto,sedeo
πολιτικός,saepes,frequenter
περίοικος,congratulor,misericordia
ἐκλάμπω,auris,iustus
σώπατρος,gaius,thessalonicenses
κριτής,iudico,iudex
̔ρώμην,roma,mano
δρουσίλλῃ,fides,uxor
σφαγή,occisio,ouis
θανατάω,trado,mors
νύμφη,sponsa,uenum
λατρεύω,seruio,deseruio
ιεφθάε,deficio,dauid
σαρόω,scopa,mundo
βαρνάβας,barnabas,paulus
κατανύσσομαι,conpungo,apostolus
νυνί,factum,probo
ἥλιος,sol,luno
πελεκίζω,uiuo,testimonium
ὅστις,primus,quicumque
δέκατος,relinquo,undecimus
ἐπέχω,intendo,accubitus
ἀγοραῖος,inuicem,quaero
παρεισφέρω,subinferentes,scientia
ἐπικατάρατος,maledictum,lego2
ἀποχωρέω,discedo,dissipat
διυλίζω,gluttientes,excolo
ψεῦδις,mendacium,operatio
προσμένω,dimitto,misereo
τιμοθεος,timotheus,paulus
εὐωδία,odor,suauitas
μετατρέπομαι,risus,miser
ιουδαιων,rex,causa
θαρσέω,confido,audeo
διά,per,non
χασμάω,indo,possum
̔ρησά,nerion,resa
αὐτη,duplico,reddo
ἀπόχρησις,doctrina,praecepto
λακτίζω,stimulus,persequor
ἐσθίω,manduco,bibo
χάρτης,spero,scribo
νεανίσκος,adulescens,iuuenis
̔ρωμαίοις,romanus,dono
ἐναρξάμενοι,stultus,carnis
φωλεός,caput,ubius
πῆχυς,cubitus,adicio
ἄλφα,alpha,omega
εγενετο,lyddae,abia
νοέω,intellego,lego2
προσεργάζομαι,mina,acquiro
έκείνας,mens,lego2
διψάω,sitio,exsurio
περατόω,haustrum,salomon
λεία2,humilio,prauus
ἀθηναῖος,atheniensis,hospes
τετρααρχοῦντος,galilaea,pilatus
εὐσεβής,pius,uiuo
γεύω,gusto,mors
αἰχμαλωτίζω,peccatum,duco
μυστήριον,mysterium,sacramentum
παροψίς,foris,pharisaeus
εἰρηνεύω,pax,consolamen
σείω,moueo,exterreo
περιοχή,sinis,sic
θαυμαστής,iustus,seruus2
ἠδυνατο,herodias,insidior
αὐτός,eos,ille
πονηρός,malus2,malus
σαββατισμός,sabbatismus,ita
δευτεραῖος,puteoli,circumlego
ναθάμ,menna,matthata
σάρξ,caro2,carni
διστάζω,dubito,continuus
ἐπικαλέω,inuoco,cognomino
περιάγω,circumeo,infirmitas
ιωάνα,iohanna,susanna
ἐπιτελέω,adsigno,animus
αἱματάω,uoluntas,carni
ποίμνιον,grex,clerus
ἀνεκλάλητος,exultatis,laetitia
ἥκω,hora,occido
γ̓άρ,dormio,dauid
νωτίζω,auris,undecim
ὀρθόω,rectum,auris
σῴζω,saluus,saluo
νηρεύς,saluto,filologum
προσφορά,oblatio,sanctifico
συγκαλέω,conuoco,amicus
θαμβέω,immundus,exclamo
δουλαγωγός,castigo,redigo
ἑλληνικός,abaddon,apollyon
ζῷον,quartum,similis
διΐστημι,quindecim,benedico
σκόλοψ,stimulus,colaphizo
ἅλας,sal,euanesco
πυρός,ignis,oculus
συνοχέομαι,caritas,contristo
ὄφελος,prosum,saluo
ἐλεύθερος,liber,seruus2
ἐξέρχομαι,exeo,eos
ὑποζώννυμι,incido2,fero
σέργιος,prudens,desidero
πρεσβυτερος,diligo,ueritas
ἁγιωσύνη,sanctificatio,praedestino
εὔθετος,sterquilinium,auris
μετριοπαθέω,condoleo,infirmitas
ἀποτάσσω,ualefaciens,renuntio
ταπεινοφροσύνη,humilito,inuicem
ἐπιβιβάζω,inpono,iumentum
κιλικία,cilicia,syrius
ἀναλύω,pulso,coarto
λοιπάζω,ceterus,adiutor
μεθερμηνεύω,interpretor,quaero
φρονέω,sapio,sentio
ἀκαιρέω,uehemens,gaudeo
ξηρός,aridum,uiride
κοινός,communis,manduco
κάμηλος,camelus,facilis
πάλλω,olim,bethsaida
ὀπίσω,post,retro
ὅπλον,arma,iustitia
ἐκδιώκω,placo,persequor
υμῶν,retribuo,actio
πραΰτητος,mansuetudo,caritas
ἀκροατήριον,festus,adduco
γης,mater,fornicatio2
ιωανης,pax,gratia
σφυδρόν,planta,bases
φάσκω,adiicio,stultus
πληροφορέω,impleo,conor
αὐταρκέω,penuria,disco
περιστερός,duo,lego2
ἀποστεγάζω,grabattum,iaceo
συνέδριον,concilium,sacerdos
διδαχή,doctrina,doceo
ἅρπαξ,rapax,auarus
προμελετάω,praemeditor,quemadmodum
κενοφωνιας,inaniloquium,deuito
κατακληρονομέω,chanaan,sors
βρύω,emano,dulcis
συμπνίγω,fructus2,spina
πιθανολογία,subtilitas,decipio
ἀργέω,dormito,auaritia
ῥέω,fluo,scriptura
δόμα,malus2,peto
νινευεῖται,condemno,surgo
πλήκτης,uinolentus,percussor
παραλέγω,adspiro,asso
σήθ,enos,seth
προσωπολημπτεῖτε,rearguo,transgressor
ὄρνεον,uox,magna
φέρω,affero,fero
φοίβη,phoebem,cenchris
σαλός,phalec,eber
ἔνοχος,reus,mors
καταλλάσσω,reconcilio,reconciliatio
σκιά,resisto,auris
φρόνησις,prudentia,paro
πρόνοια,pax,induo
μωρανθῇ,sal,euanesco
ὑπερπερισσῶς,surdus,benus
πλήρης,plenus,plenum
ἱερατίας,sacerdotium,incense
σκιάω,umbro,mors
πως,fors,modo
κοδράντης,quadro,minutus
δίδυμος,thomas,didymus
φιλήδονος,tumidus,proteruus
πραϋπαθίαν,sector,pietas
δικάιοσύνην,sector,apprehendo
ὑπόκρισις,hypocrisis,simulatio
ἀλεξανδρινόν,transpono,alexandrinus
εἰρηνικός,quidem,fructus2
δύο,duo,testis
εως,palam,circumdo
πότερος,doctrina,an
συγκυρία,uiso,accido
ἐπιθυμιάω,desiderium,concupisco
κλωπίδαι,mater,magdalene
λήμψεσθε,nomen,peto
τύπτω,percutio,bibo
μώλωψ,peccatum,iustitia
αὐλή,atrius,sequor
καταστέλλω,sedo,temere
ἐπιβουλή,insidiae,consilium
οἷος,qualis,talis
ὀκτώ,octo,decem
μωραίνω,stultus,conquisitor
ἐπόπτης,fabula,sequor
πλουτίζω,locupleto,possideo
χρηστός,benignus,misericors
μίασμα,supero,rursus
ἀνήμερος,incontineo,immitis
σαμαρείτης,samaritanus,mulier
ἄχας,achaz,ozias
μερισμός,diuisio,cogitatio
πεντηκοστός,pentecosten,ephesus
διάστασις,affirmo,nam
ζετο,at,affirmo
συναγωνίζομαι,caritas,igitur
ὀνειδίζω,exprobro,beatum
σεβαστή,trado,cohors
βελίαρ,belial,conuentio
ἀποπνίγω,suffoco,spina
σύνδουλος,conseruus,consero
ποιμήν,pastor,ouis
τους,calceatus,praeparatio
εᾶτε,tango,sano
γαμίσκονται,nubo,trado
ἀνώτερος,superus,holocaustomata
φραγέλλιον,eicio,subuerto
νέκρωσις,corpus,considero
εἰσφέρω,infero,induco
διδάσκαλος,magister,ueritas
βίαιος,repens2,uehemens
στενάζω,nam,ingemescimus
ποτίζω,potus,exsurio
τίαν,inputo,peccatus
σεμεείν,iosech,matthathiae
προσηλόω,contrarium,decerno
σύμμορφος,subicio,configuro
σαργάνη,sporta,effugius
ὄζω,lapido,soror
συνθλασθήσεται,lapido,caedo
ὑπόστασις,substo,gloria
ἐπιδείκνυμι,ostendo,accedo
γλαυκῶπις,mustus,irrideo
ἐγκόπτω,inpediebar,inpediuit
φεύγω,fugio,mons
ὠφελέω,prosum,proficio
σίναπι,granum,sinapis
παροργίζω,prouoco,insipiens
σπερμολόγος,resurrectio,allium
ὑπο,contendo,subuersio
σαγήνη,iterum,similis
ὁσιότης,sanctitas,iustitium
κατηγορία,accusatio,aduersus
λύπη,tristitia,gaudium
ἀπάντησις,obuius,occurro
ἐνεργής,euideor,diuisio
πρόπους,ad,eos
ἀποκτείνω,occido,interficio
δανείζω,mutuum,mutuarius
εὐχάριστος,gratus,pax
ἀνάστασις,resurrectio,sadducaeus
εὐγενής,nobilis,abeo
ἀπειθίᾳ,incredulitas,misericordia
λοιπός,ceterus,dormio
προσδοκέω,exspecto,an
γράμμα,littera,scribo
δοκιμή,experimentum,probatio
εὐπειθής,simulatio,pudicus
καθά,scriptum,quemadmodum
ιτμηθῆτε,mos,possum
ἀγγαρεύω,angario,alexander
ἡρῳδίωνα,saluto,narcissus
ήμέρας,conforto,cresco
τέρτιος,saluto,epistula
φορέω,benus,illic2
προπετής,tumidus,proteruus
ἀναπείθω,persuadeo,lego
ζωός,uita,aeternus
κατασείω,manus,silentium
παλινγενεσίᾳ,duodecim,sequor
πολεμέω,pugno,possum
μάχαιρα,gladius,sacerdos
παλέω,caelestis,spiritalis
βράχεα,suffero,esaias
γελάω,rideo,saturo
κολακίας,adulatio,auaritia
ἑπτακισχίλιοι,relinquo,genu
μήτις,numquid,nonne
συνσχηματιζόμενοι,configuro,ignorantia
ἐπιστομίζω,redarguo,turpe
ἀνεκδιήγητος,inenarrabilis,dono
προβατικός,probaticus,bethsaida
βᾳρνάβα,manus,saul
ιουδαΐζειν,ueritas,quomodo
παρανομέω,lego,iudico
μέγας,magnus,dico2
διοπετοῦς,sedo,turbo
νεύω,innuo,petrus
